,author_id,distance_km,date_of_birth,date_of_death,appoint_len,lifespan,earliest_start,latest_end_adj,age_first_pub,time_from_last_pub,n_appointments,total_works,total_citations
171,https://openalex.org/A5008018378,3.4398936525722186,,,2.142857142857143,,1969,1997.0,,,7,14,614
172,https://openalex.org/A5008134383,1.571940133272155,,,3.230769230769231,,1999,2025.0,,,13,66,2062
173,https://openalex.org/A5008172525,0.9698017611127957,,,9.5,,1971,2009.0,,,4,74,486
174,https://openalex.org/A5008247451,0.6705518172189288,1926.0,,0.6666666666666666,,1977,2000.0,51.0,,3,11,804
175,https://openalex.org/A5008274210,0.1122862784625716,,,3.6666666666666665,,1998,2005.0,,,3,10,184
176,https://openalex.org/A5008344919,0.49409480623200286,,,1.6,,1996,2000.0,,,5,17,534
177,https://openalex.org/A5008408217,0.1122862784625716,,,3.0,,2004,2024.0,,,4,30,399
178,https://openalex.org/A5008450550,2.246917709166157,1975.0,,3.5,,2004,2025.0,29.0,,18,224,5291
179,https://openalex.org/A5008478119,1.4124511538563884,1941.0,,5.173913043478261,,1961,2026.0,20.0,,69,802,42274
180,https://openalex.org/A5008495792,1.525671389525265,,,2.25,,2022,2025.0,,,4,4,59
181,https://openalex.org/A5008631532,0.1122862784625716,1933.0,2021.0,0.5,88.0,1965,1984.0,32.0,37.0,4,20,760
182,https://openalex.org/A5008681007,1.457898069448211,,,0.5,,2013,2025.0,,,32,54,669
183,https://openalex.org/A5008757930,1.1764345746673233,,,2.4,,2016,2025.0,,,5,5,112
184,https://openalex.org/A5008842861,3.778155203916156,,,4.0,,2006,2025.0,,,10,63,2621
185,https://openalex.org/A5008861165,0.8725353439584254,,,0.8292682926829268,,1994,2025.0,,,41,235,3506
186,https://openalex.org/A5008904200,1.4901013433770776,1968.0,,3.466666666666667,,1978,2025.0,10.0,,15,162,1902
187,https://openalex.org/A5008937932,2.5870726733731173,,,0.4,,2008,2016.0,,,10,11,535
188,https://openalex.org/A5008947058,2.3007394757824637,,,3.857142857142857,,1992,2025.0,,,7,112,1378
189,https://openalex.org/A5009004118,0.1122862784625716,,,0.0,,1999,2000.0,,,3,4,139
190,https://openalex.org/A5009038938,1.7285868489720235,,,6.0,,2004,2025.0,,,7,105,4524
191,https://openalex.org/A5009042825,1.0264898530651558,,,23.0,,1972,2018.0,,,2,10,735
192,https://openalex.org/A5009059863,1.1467113934279296,1978.0,,4.857142857142857,,2000,2025.0,22.0,,14,191,6162
193,https://openalex.org/A5009069891,1.6954396206644409,,,1.5714285714285714,,1984,1998.0,,,7,16,2305
194,https://openalex.org/A5009079390,0.5846235086040641,,,11.4,,1988,2020.0,,,5,48,2550
195,https://openalex.org/A5009128954,0.7519529354981167,,,2.53125,,1988,2026.0,,,32,171,5408
196,https://openalex.org/A5009142587,0.8701501466456626,,,2.0,,2003,2006.0,,,2,9,142
197,https://openalex.org/A5009153415,2.3715080517096294,,,0.7777777777777778,,2005,2025.0,,,9,24,890
198,https://openalex.org/A5009177807,2.5449185473782716,,,3.311926605504587,,1928,2025.0,,,109,787,14310
199,https://openalex.org/A5009186802,0.8725353439584254,,,21.0,,1995,2016.0,,,1,2,0
200,https://openalex.org/A5009193562,0.8801094277365166,,,0.5,,2004,2010.0,,,2,5,17
201,https://openalex.org/A5009249852,4.602820788088144,1967.0,,7.0,,2010,2017.0,43.0,,1,25,443
202,https://openalex.org/A5009254736,0.8725353439584254,,,0.0,,2020,2020.0,,,1,1,14
203,https://openalex.org/A5009315537,4.379864194787431,2000.0,,3.8461538461538463,,2000,2025.0,0.0,,13,146,4320
204,https://openalex.org/A5009347024,0.6466814634174017,,,0.0,,1970,2025.0,,,4,32,354
205,https://openalex.org/A5009368756,0.7920922122139497,,,1.9,,2015,2024.0,,,10,18,518
206,https://openalex.org/A5009378425,1.65497616222665,,,6.212121212121212,,1933,2023.0,,,33,377,10764
207,https://openalex.org/A5009520056,4.602820788088144,,,2.5,,1996,2003.0,,,2,6,90
208,https://openalex.org/A5009577898,1.2817160435831685,,,3.9555555555555557,,1985,2024.0,,,45,237,7008
209,https://openalex.org/A5009586366,2.512056993822414,1958.0,,0.0,,1984,1984.0,26.0,,2,2,125
210,https://openalex.org/A5009602317,3.4864340452242066,,,4.784313725490196,,1969,2025.0,,,51,273,4101
211,https://openalex.org/A5009618910,1.7521599954046265,1972.0,,3.6818181818181817,,1986,2025.0,14.0,,22,607,12722
212,https://openalex.org/A5009631016,2.9531466823449213,1965.0,,4.8,,1971,2025.0,6.0,,15,223,7775
213,https://openalex.org/A5009854050,4.602820788088144,,,1.0,,1993,1994.0,,,1,3,21
214,https://openalex.org/A5009866562,0.8521558017286445,,,2.875,,2003,2025.0,,,8,97,2236
215,https://openalex.org/A5009888632,4.602820788088144,,,0.0,,2005,2005.0,,,1,1,50
216,https://openalex.org/A5009905683,3.180572208132925,,,5.363636363636363,,1997,2025.0,,,11,125,1542
217,https://openalex.org/A5009933240,2.166054876888403,,,0.0,,2011,2011.0,,,2,3,62
218,https://openalex.org/A5009939164,3.199340536704489,,,0.0,,2003,2003.0,,,2,1,25
219,https://openalex.org/A5009996418,1.2759783573617194,,,5.785714285714286,,1953,2017.0,,,14,116,6204
220,https://openalex.org/A5010082725,4.602820788088144,1968.0,,3.0,,2022,2025.0,54.0,,1,2,30
221,https://openalex.org/A5010101804,4.757003430894271,1920.0,2012.0,3.0,92.0,1980,2006.0,60.0,6.0,5,26,2505
222,https://openalex.org/A5010186349,3.0067739886175198,1965.0,,10.142857142857142,,1963,2022.0,-2.0,,7,81,1315
223,https://openalex.org/A5010266887,1.8275260962542426,,,2.8684210526315788,,2004,2025.0,,,38,780,13441
224,https://openalex.org/A5010278214,4.602820788088144,,,8.166666666666666,,1964,1999.0,,,12,63,1591
225,https://openalex.org/A5010317907,1.4684204125709583,1964.0,,2.2857142857142856,,2010,2025.0,46.0,,7,16,1893
226,https://openalex.org/A5010321303,1.8008750146756998,,,0.9,,2017,2025.0,,,10,24,650
227,https://openalex.org/A5010336243,0.8725353439584254,,,0.0,,1990,1990.0,,,1,1,1
228,https://openalex.org/A5010351048,0.5878048229363744,,,3.8,,2010,2025.0,,,5,52,539
229,https://openalex.org/A5010378261,2.776859526733256,,,2.0,,2007,2023.0,,,5,19,426
230,https://openalex.org/A5010394685,2.15507272075427,1935.0,2012.0,3.0952380952380953,77.0,2009,2012.0,74.0,0.0,21,77,6093
231,https://openalex.org/A5010408081,0.7198707318175306,,,4.8,,1975,2025.0,,,15,156,10355
232,https://openalex.org/A5010410773,1.4208905099455393,,,4.753086419753086,,1978,2025.0,,,81,369,45064
233,https://openalex.org/A5010436413,1.4036054365885597,,,1.6363636363636365,,2005,2018.0,,,11,21,1030
234,https://openalex.org/A5010570216,0.8343556312243295,,,2.3333333333333335,,2015,2025.0,,,3,12,136
235,https://openalex.org/A5010570520,1.8800811488438505,,,4.653846153846154,,1974,2006.0,,,26,142,10389
236,https://openalex.org/A5010574700,4.108062612300265,,,9.0,,1987,2026.0,,,4,130,4244
237,https://openalex.org/A5010580875,1.5548678521979118,1950.0,,2.2857142857142856,,1988,2025.0,38.0,,7,8,388
238,https://openalex.org/A5010686334,1.0279876101117424,1962.0,,2.375,,2015,2025.0,53.0,,8,10,1629
239,https://openalex.org/A5010692432,3.235677143531406,1941.0,,8.470588235294118,,1970,2024.0,29.0,,17,306,2733
240,https://openalex.org/A5010712695,4.625792956288247,,,0.0,,1981,1983.0,,,2,4,412
241,https://openalex.org/A5010756522,1.5388779060822029,1992.0,,3.183098591549296,,1990,2025.0,-2.0,,71,506,19603
242,https://openalex.org/A5010795553,3.0460518474605167,1965.0,,2.5,,1977,2025.0,12.0,,30,142,1001
243,https://openalex.org/A5010804491,2.015282113318538,,,7.0,,2012,2025.0,,,2,20,420
244,https://openalex.org/A5010894574,1.8974085255188278,,,3.0,,1978,2025.0,,,13,236,9860
245,https://openalex.org/A5010903591,2.18929006882759,,,2.076923076923077,,2004,2025.0,,,13,312,15424
246,https://openalex.org/A5010927128,1.4727305274925402,,,6.703703703703703,,1985,2025.0,,,27,176,4722
247,https://openalex.org/A5010991546,2.0473156498151566,,,9.25,,1977,2015.0,,,8,42,5009
248,https://openalex.org/A5011051552,2.368124326955743,,,0.3333333333333333,,1999,2000.0,,,3,3,51
249,https://openalex.org/A5011145273,0.1122862784625716,,,0.0,,1982,1982.0,,,2,1,15
250,https://openalex.org/A5011199257,0.1122862784625716,,,4.111111111111111,,1998,2024.0,,,9,242,2484
251,https://openalex.org/A5011236651,2.645987580201874,,,4.0,,1996,2025.0,,,7,70,778
252,https://openalex.org/A5011296982,1.1883830656448793,,,6.5,,2012,2025.0,,,2,58,1091
253,https://openalex.org/A5011313672,1.145325975345805,,,1.8571428571428572,,1982,2025.0,,,21,71,1240
254,https://openalex.org/A5011387108,3.49212150209938,1833.0,1909.0,1.1,76.0,1994,1909.0,161.0,0.0,10,23,1006
255,https://openalex.org/A5011462271,0.1122862784625716,1966.0,,7.25,,1996,2022.0,30.0,,4,63,1731
256,https://openalex.org/A5011469296,0.8924894837272285,,,3.7777777777777777,,1987,2025.0,,,18,571,32537
257,https://openalex.org/A5011478714,1.5645353676324558,,,6.133333333333334,,1962,2025.0,,,15,110,1955
258,https://openalex.org/A5011524710,2.297072138512628,,,2.8,,2001,2014.0,,,5,23,52
259,https://openalex.org/A5011543539,4.602820788088144,,,7.0,,2010,2017.0,,,1,4,113
260,https://openalex.org/A5011658274,3.008143191230246,,,6.75,,1978,2025.0,,,32,137,3764
261,https://openalex.org/A5011689017,1.8808675438577565,,,0.45454545454545453,,1988,2021.0,,,44,57,5536
