 author_id,name,inst_1_id,inst_1_name,year_start_1,year_end_1,MIT_ID,MIT_year_start,MIT_year_end,current_institutions,past_institutions,orcid,status,message
https://openalex.org/A5087477711,Asli Kumbasar,https://openalex.org/I63966007,Massachusetts Institute of Technology,1994,1999,https://openalex.org/I63966007,1994,1999,Istanbul Technical University,"British Association of Urological Surgeons; TÜBİTAK Marmara Research Center; Kocaeli Üniversitesi; University of California, Irvine; Scientific and Technological Research Council of Turkey; University of Maryland, Baltimore; Massachusetts Institute of Technology; Istanbul University",0000-0001-8574-2756,,
https://openalex.org/A5082143836,Gary R. Lapudis,https://openalex.org/I63966007,Massachusetts Institute of Technology,1988,1988,https://openalex.org/I63966007,1988,1988,Massachusetts Institute of Technology,,,,
https://openalex.org/A5072940644,Jørgen Kjems,https://openalex.org/I63966007,Massachusetts Institute of Technology,1991,1991,https://openalex.org/I63966007,1991,1991,Copenhagen University Hospital; Aarhus University; Herlev Hospital,"Hokkaido University; Bar-Ilan University; Rega Institute for Medical Research; KU Leuven; European Molecular Biology Organization; CEA Paris-Saclay; University of Southern Denmark; Utrecht University; Odense University Hospital; Universidade Estadual de Campinas (UNICAMP); Research Complex at Harwell; Molecular Biology Consortium; Center for NanoScience; AT&T (United States); Lundbeck Foundation; University of California, San Diego; Goethe University Frankfurt; Georgia Institute of Technology; Institute of Bioorganic Chemistry; Tohoku University; ETH Zurich; Fraunhofer Institute for Telecommunications, Heinrich Hertz Institute; Massachusetts Institute of Technology; Board of the Swiss Federal Institutes of Technology; National Cancer Institute; Nordic Laboratory for Luminescence Dating; Centre National de la Recherche Scientifique; Aarhus University Hospital; Center for Cancer Research; Public Health Department; Uppsala University; Rigshospitalet; Institute of Molecular Biology; Danish National Research Foundation; Brookhaven National Laboratory; Max Planck Institute of Molecular Cell Biology and Genetics; Centre for Sustainable Energy; Stockholm University; Technical University of Denmark; Ball (France); Johannes Gutenberg University Mainz; Rijksmuseum; Novartis (Austria); Atomic Energy (Canada); Institut für Technische und Angewandte Physik (Germany); Max Planck Institute for Chemistry; University of Bern; Aarhus School of Architecture",0000-0003-4128-9317,,
https://openalex.org/A5080463497,P. L. Kuhns,https://openalex.org/I63966007,Massachusetts Institute of Technology,1987,1991,https://openalex.org/I63966007,1987,1991,Florida State University; National High Magnetic Field Laboratory,Advanced Science Research Center; Chung-Ang University; Northwestern University; University of Florida; Japan Atomic Energy Agency; Louisiana State University; William & Mary; JEOL (United States); Williams (United States); Massachusetts Institute of Technology; University of Minnesota; Centre National de la Recherche Scientifique; Uppsala University; Albemarle (United States); Pacific Northwest National Laboratory,,,
https://openalex.org/A5112779500,Briony Swire,https://openalex.org/I63966007,Massachusetts Institute of Technology,2017,2018,https://openalex.org/I63966007,2017,2018,The University of Western Australia; Massachusetts Institute of Technology; Northeastern University,,,,
https://openalex.org/A5065925140,Carlos López‐Jaramillo,https://openalex.org/I63966007,Massachusetts Institute of Technology,1974,1974,https://openalex.org/I63966007,1974,1974,Stellenbosch University; New Mexico State University; Universidad de Antioquia,"Brain and Cognition Discovery Foundation; Florida International University; Universitat de Barcelona; Northwick Park Hospital; St. Joseph’s Healthcare Hamilton; Universitätsklinikum Aachen; Servicio Aragonés de Salud; Goethe University Frankfurt; Universidade Federal do Rio Grande do Sul; Global Initiative on Psychiatry; Massachusetts Institute of Technology; University of Calgary; Pontificia Universidad Católica de Chile; Hospital Metropolitano; Hospital Universitario de San Vicente Fundación; American Jewish Committee; Centro de Investigación Biomédica en Red de Salud Mental; Instituto Tecnológico Metropolitano; Pine Rest Christian Mental Health Services; University Health Network; University College London; Charité - Universitätsmedizin Berlin; Universidad EAFIT; Rutgers, The State University of New Jersey; Asociación Española de Psiquiatría del Niño y el Adolescente; RWTH Aachen University; University of Toronto; Technische Universität Dresden; National Oncologic Institute; University of Pittsburgh; Consorci Institut D'Investigacions Biomediques August Pi I Sunyer",0000-0002-1875-1369,,
https://openalex.org/A5044898008,Xiaojie Duan,https://openalex.org/I63966007,Massachusetts Institute of Technology,2007,2007,https://openalex.org/I63966007,2007,2007,National University of Singapore; Peking University,National Laboratory of Solid State Microstructures; University of Leeds; Liaoning University; Nanjing University of Aeronautics and Astronautics; Center for Interdisciplinary Studies; Beijing University of Chinese Medicine; Harvard University; National Institutes for Food and Drug Control; Shenyang Agricultural University; Imaging Center; State Key Laboratory for Structural Chemistry of Unstable and Stable Species; Beijing National Laboratory for Molecular Sciences; Harvard University Press; Nanjing Xiaozhuang University; China Agricultural University; King University; Beijing Graphene Institute; Massachusetts Institute of Technology; Beijing Technology and Business University; Tiangong University,0000-0001-7799-3897,,
https://openalex.org/A5113505722,J. C. Hillesheim,https://openalex.org/I63966007,Massachusetts Institute of Technology,2011,2011,https://openalex.org/I63966007,2011,2011,United Kingdom Atomic Energy Authority; Boston Fusion (United States); Culham Science Centre; Fusion Academy,"Massachusetts Institute of Technology; Culham Centre for Fusion Energy; General Atomics (United States); University of Wisconsin–Madison; University of California, Los Angeles; Princeton Plasma Physics Laboratory",,,
https://openalex.org/A5025375830,C. Michael Greenlief,https://openalex.org/I63966007,Massachusetts Institute of Technology,1990,1990,https://openalex.org/I63966007,1990,1990,University of Missouri,Massachusetts Institute of Technology; Division of Chemistry; Sandia National Laboratories; Missouri College; University of Washington; IBM Research - Thomas J. Watson Research Center; IBM (United States); University of Wisconsin–Madison; Columbia College - Missouri; South College; The University of Texas at Austin,0000-0001-6420-7375,,
https://openalex.org/A5081308010,Alan V. Klotz,https://openalex.org/I63966007,Massachusetts Institute of Technology,1983,1986,https://openalex.org/I63966007,1983,1986,Eli Lilly (United States),"Hôpital Broussais; Massachusetts Institute of Technology; Novo Nordisk (United States); Dow Chemical (United States); Lawrence Berkeley National Laboratory; Marine Biological Laboratory; University of California, Davis; University of California, Berkeley; Abbott Fund; Woods Hole Oceanographic Institution; Louisiana State University; Novo Nordisk (Denmark)",,,
