Processing institution: I63966007
[2015-2024] Total so far: 25200, Requests made: 807, avg 0.78 req/sec
[1995-2004] Total so far: 33200, Requests made: 808, avg 0.78 req/sec
[2005-2014] Total so far: 27800, Requests made: 809, avg 0.78 req/sec
[1995-2004] Total so far: 33400, Requests made: 810, avg 0.78 req/sec
[2005-2014] Total so far: 28000, Requests made: 812, avg 0.78 req/sec
[2015-2024] Total so far: 25400, Requests made: 812, avg 0.78 req/sec
[1995-2004] Total so far: 33600, Requests made: 813, avg 0.78 req/sec
[2005-2014] Total so far: 28200, Requests made: 814, avg 0.78 req/sec
[2015-2024] Total so far: 25600, Requests made: 816, avg 0.78 req/sec
[1995-2004] Total so far: 33800, Requests made: 816, avg 0.78 req/sec
[2005-2014] Total so far: 28400, Requests made: 817, avg 0.78 req/sec
[1995-2004] Total so far: 34000, Requests made: 818, avg 0.78 req/sec
[2005-2014] Total so far: 28600, Requests made: 819, avg 0.78 req/sec
[2015-2024] Total so far: 25800, Requests made: 821, avg 0.78 req/sec
[1995-2004] Total so far: 34200, Requests made: 821, avg 0.78 req/sec
[2005-2014] Total so far: 28800, Requests made: 823, avg 0.78 req/sec
[1995-2004] Total so far: 34400, Requests made: 823, avg 0.78 req/sec
[2015-2024] Total so far: 26000, Requests made: 824, avg 0.78 req/sec
[1995-2004] Total so far: 34600, Requests made: 826, avg 0.78 req/sec
[2005-2014] Total so far: 29000, Requests made: 826, avg 0.78 req/sec
[1995-2004] Total so far: 34800, Requests made: 828, avg 0.78 req/sec
[2015-2024] Total so far: 26200, Requests made: 829, avg 0.78 req/sec
[2005-2014] Total so far: 29200, Requests made: 829, avg 0.78 req/sec
[1995-2004] Total so far: 35000, Requests made: 830, avg 0.78 req/sec
[2005-2014] Total so far: 29400, Requests made: 832, avg 0.78 req/sec
[2015-2024] Total so far: 26400, Requests made: 832, avg 0.78 req/sec
[1995-2004] Total so far: 35200, Requests made: 833, avg 0.78 req/sec
[2005-2014] Total so far: 29600, Requests made: 835, avg 0.78 req/sec
[1995-2004] Total so far: 35400, Requests made: 835, avg 0.78 req/sec
[2015-2024] Total so far: 26600, Requests made: 836, avg 0.78 req/sec
[1995-2004] Total so far: 35600, Requests made: 837, avg 0.78 req/sec
[2005-2014] Total so far: 29800, Requests made: 839, avg 0.78 req/sec
[2015-2024] Total so far: 26800, Requests made: 839, avg 0.78 req/sec
[1995-2004] Total so far: 35800, Requests made: 840, avg 0.78 req/sec
[2005-2014] Total so far: 30000, Requests made: 842, avg 0.78 req/sec
[2015-2024] Total so far: 27000, Requests made: 843, avg 0.78 req/sec
[1995-2004] Total so far: 36000, Requests made: 843, avg 0.78 req/sec
[1995-2004] Total so far: 36200, Requests made: 845, avg 0.78 req/sec
[2005-2014] Total so far: 30200, Requests made: 846, avg 0.78 req/sec
[2015-2024] Total so far: 27200, Requests made: 846, avg 0.78 req/sec
[1995-2004] Total so far: 36400, Requests made: 847, avg 0.78 req/sec
[2005-2014] Total so far: 30400, Requests made: 848, avg 0.78 req/sec
[2015-2024] Total so far: 27400, Requests made: 849, avg 0.78 req/sec
[1995-2004] Total so far: 36600, Requests made: 850, avg 0.78 req/sec
[2005-2014] Total so far: 30600, Requests made: 851, avg 0.78 req/sec
[1995-2004] Total so far: 36800, Requests made: 853, avg 0.78 req/sec
[2015-2024] Total so far: 27600, Requests made: 854, avg 0.78 req/sec
[2005-2014] Total so far: 30800, Requests made: 854, avg 0.78 req/sec
[1995-2004] Total so far: 37000, Requests made: 855, avg 0.78 req/sec
[2005-2014] Total so far: 31000, Requests made: 857, avg 0.78 req/sec
[2015-2024] Total so far: 27800, Requests made: 857, avg 0.78 req/sec
[1995-2004] Total so far: 37200, Requests made: 858, avg 0.78 req/sec
[1995-2004] Total so far: 37400, Requests made: 861, avg 0.78 req/sec
[2005-2014] Total so far: 31200, Requests made: 861, avg 0.78 req/sec
[2015-2024] Total so far: 28000, Requests made: 861, avg 0.78 req/sec
[1995-2004] Total so far: 37600, Requests made: 863, avg 0.78 req/sec
[2005-2014] Total so far: 31400, Requests made: 864, avg 0.78 req/sec
[2015-2024] Total so far: 28200, Requests made: 864, avg 0.78 req/sec
[1995-2004] Total so far: 37800, Requests made: 865, avg 0.79 req/sec
[2005-2014] Total so far: 31600, Requests made: 867, avg 0.79 req/sec
[2015-2024] Total so far: 28400, Requests made: 867, avg 0.79 req/sec
[1995-2004] Total so far: 38000, Requests made: 868, avg 0.79 req/sec
[2005-2014] Total so far: 31800, Requests made: 870, avg 0.79 req/sec
[1995-2004] Total so far: 38200, Requests made: 871, avg 0.79 req/sec
[2015-2024] Total so far: 28600, Requests made: 871, avg 0.79 req/sec
[2005-2014] Total so far: 32000, Requests made: 873, avg 0.79 req/sec
[1995-2004] Total so far: 38400, Requests made: 873, avg 0.79 req/sec
[2015-2024] Total so far: 28800, Requests made: 874, avg 0.79 req/sec
[1995-2004] Total so far: 38600, Requests made: 876, avg 0.79 req/sec
[2005-2014] Total so far: 32200, Requests made: 876, avg 0.79 req/sec
[1995-2004] Total so far: 38800, Requests made: 878, avg 0.79 req/sec
[2015-2024] Total so far: 29000, Requests made: 879, avg 0.79 req/sec
[2005-2014] Total so far: 32400, Requests made: 879, avg 0.79 req/sec
[1995-2004] Total so far: 39000, Requests made: 880, avg 0.79 req/sec
[2005-2014] Total so far: 32600, Requests made: 882, avg 0.79 req/sec
[2015-2024] Total so far: 29200, Requests made: 883, avg 0.79 req/sec
[1995-2004] Total so far: 39200, Requests made: 883, avg 0.79 req/sec
[1995-2004] Total so far: 39400, Requests made: 885, avg 0.79 req/sec
[2005-2014] Total so far: 32800, Requests made: 885, avg 0.79 req/sec
[2015-2024] Total so far: 29400, Requests made: 886, avg 0.79 req/sec
[1995-2004] Total so far: 39600, Requests made: 887, avg 0.79 req/sec
[2005-2014] Total so far: 33000, Requests made: 888, avg 0.79 req/sec
[1995-2004] Total so far: 39800, Requests made: 889, avg 0.79 req/sec
[2005-2014] Total so far: 33200, Requests made: 890, avg 0.79 req/sec
[1995-2004] Total so far: 40000, Requests made: 892, avg 0.79 req/sec
[2015-2024] Total so far: 29600, Requests made: 892, avg 0.79 req/sec
[2005-2014] Total so far: 33400, Requests made: 894, avg 0.79 req/sec
[1995-2004] Total so far: 40200, Requests made: 894, avg 0.79 req/sec
[2015-2024] Total so far: 29800, Requests made: 895, avg 0.79 req/sec
[2005-2014] Total so far: 33600, Requests made: 897, avg 0.79 req/sec
[1995-2004] Total so far: 40400, Requests made: 897, avg 0.79 req/sec
[2015-2024] Total so far: 30000, Requests made: 900, avg 0.79 req/sec
[1995-2004] Total so far: 40600, Requests made: 900, avg 0.79 req/sec
[2005-2014] Total so far: 33800, Requests made: 900, avg 0.79 req/sec
[1995-2004] Total so far: 40800, Requests made: 901, avg 0.79 req/sec
[2015-2024] Total so far: 30200, Requests made: 903, avg 0.79 req/sec
[2005-2014] Total so far: 34000, Requests made: 903, avg 0.79 req/sec
[1995-2004] Total so far: 41000, Requests made: 904, avg 0.79 req/sec
[2005-2014] Total so far: 34200, Requests made: 905, avg 0.79 req/sec
[2015-2024] Total so far: 30400, Requests made: 906, avg 0.79 req/sec
[1995-2004] Total so far: 41200, Requests made: 908, avg 0.79 req/sec
[2005-2014] Total so far: 34400, Requests made: 908, avg 0.79 req/sec
[1995-2004] Total so far: 41211, Requests made: 909, avg 0.79 req/sec
[2015-2024] Total so far: 30600, Requests made: 911, avg 0.79 req/sec
[1995-2004] Total so far: 41211, Requests made: 911, avg 0.79 req/sec
[2005-2014] Total so far: 34600, Requests made: 912, avg 0.79 req/sec
[2015-2024] Total so far: 30800, Requests made: 913, avg 0.79 req/sec
[2005-2014] Total so far: 34800, Requests made: 914, avg 0.79 req/sec
[2015-2024] Total so far: 31000, Requests made: 915, avg 0.79 req/sec
[2005-2014] Total so far: 35000, Requests made: 916, avg 0.79 req/sec
[2005-2014] Total so far: 35200, Requests made: 917, avg 0.79 req/sec
[2015-2024] Total so far: 31200, Requests made: 918, avg 0.79 req/sec
[2005-2014] Total so far: 35400, Requests made: 919, avg 0.79 req/sec
[2015-2024] Total so far: 31400, Requests made: 920, avg 0.79 req/sec
[2005-2014] Total so far: 35600, Requests made: 921, avg 0.79 req/sec
[2015-2024] Total so far: 31600, Requests made: 922, avg 0.79 req/sec
[2005-2014] Total so far: 35800, Requests made: 923, avg 0.79 req/sec
[2015-2024] Total so far: 31800, Requests made: 925, avg 0.79 req/sec
[2005-2014] Total so far: 36000, Requests made: 925, avg 0.79 req/sec
[2005-2014] Total so far: 36200, Requests made: 927, avg 0.79 req/sec
[2015-2024] Total so far: 32000, Requests made: 927, avg 0.79 req/sec
[2005-2014] Total so far: 36400, Requests made: 928, avg 0.79 req/sec
[2015-2024] Total so far: 32200, Requests made: 929, avg 0.79 req/sec
[2005-2014] Total so far: 36600, Requests made: 930, avg 0.79 req/sec
[2015-2024] Total so far: 32400, Requests made: 931, avg 0.79 req/sec
[2005-2014] Total so far: 36800, Requests made: 932, avg 0.79 req/sec
[2005-2014] Total so far: 37000, Requests made: 934, avg 0.79 req/sec
[2015-2024] Total so far: 32600, Requests made: 934, avg 0.79 req/sec
[2005-2014] Total so far: 37200, Requests made: 935, avg 0.79 req/sec
[2015-2024] Total so far: 32800, Requests made: 936, avg 0.79 req/sec
[2005-2014] Total so far: 37400, Requests made: 937, avg 0.79 req/sec
[2015-2024] Total so far: 33000, Requests made: 938, avg 0.79 req/sec
[2015-2024] Total so far: 33200, Requests made: 940, avg 0.79 req/sec
[2005-2014] Total so far: 37600, Requests made: 940, avg 0.79 req/sec
[2005-2014] Total so far: 37800, Requests made: 942, avg 0.79 req/sec
[2015-2024] Total so far: 33400, Requests made: 942, avg 0.79 req/sec
[2005-2014] Total so far: 38000, Requests made: 943, avg 0.79 req/sec
[2005-2014] Total so far: 38200, Requests made: 944, avg 0.79 req/sec
[2015-2024] Total so far: 33600, Requests made: 945, avg 0.79 req/sec
[2005-2014] Total so far: 38400, Requests made: 946, avg 0.79 req/sec
[2015-2024] Total so far: 33800, Requests made: 948, avg 0.79 req/sec
[2005-2014] Total so far: 38600, Requests made: 948, avg 0.79 req/sec
[2005-2014] Total so far: 38800, Requests made: 949, avg 0.79 req/sec
[2015-2024] Total so far: 34000, Requests made: 950, avg 0.79 req/sec
[2005-2014] Total so far: 39000, Requests made: 952, avg 0.79 req/sec
[2015-2024] Total so far: 34200, Requests made: 952, avg 0.79 req/sec
[2015-2024] Total so far: 34400, Requests made: 953, avg 0.79 req/sec
[2005-2014] Total so far: 39200, Requests made: 954, avg 0.79 req/sec
[2015-2024] Total so far: 34600, Requests made: 955, avg 0.79 req/sec
[2005-2014] Total so far: 39400, Requests made: 956, avg 0.79 req/sec
[2015-2024] Total so far: 34800, Requests made: 957, avg 0.79 req/sec
[2005-2014] Total so far: 39600, Requests made: 958, avg 0.79 req/sec
[2015-2024] Total so far: 35000, Requests made: 960, avg 0.78 req/sec
[2005-2014] Total so far: 39800, Requests made: 960, avg 0.78 req/sec
[2005-2014] Total so far: 40000, Requests made: 961, avg 0.78 req/sec
[2005-2014] Total so far: 40200, Requests made: 962, avg 0.78 req/sec
[2005-2014] Total so far: 40400, Requests made: 963, avg 0.78 req/sec
[2015-2024] Total so far: 35200, Requests made: 964, avg 0.78 req/sec
[2005-2014] Total so far: 40600, Requests made: 965, avg 0.78 req/sec
[2015-2024] Total so far: 35400, Requests made: 967, avg 0.78 req/sec
[2005-2014] Total so far: 40800, Requests made: 967, avg 0.78 req/sec
[2015-2024] Total so far: 35600, Requests made: 968, avg 0.78 req/sec
[2005-2014] Total so far: 41000, Requests made: 969, avg 0.78 req/sec
[2005-2014] Total so far: 41200, Requests made: 971, avg 0.78 req/sec
[2015-2024] Total so far: 35800, Requests made: 971, avg 0.78 req/sec
[2005-2014] Total so far: 41400, Requests made: 972, avg 0.78 req/sec
[2015-2024] Total so far: 36000, Requests made: 973, avg 0.78 req/sec
[2005-2014] Total so far: 41600, Requests made: 974, avg 0.78 req/sec
[2015-2024] Total so far: 36200, Requests made: 975, avg 0.78 req/sec
[2005-2014] Total so far: 41800, Requests made: 976, avg 0.78 req/sec
[2015-2024] Total so far: 36400, Requests made: 977, avg 0.78 req/sec
[2005-2014] Total so far: 42000, Requests made: 978, avg 0.78 req/sec
[2015-2024] Total so far: 36600, Requests made: 979, avg 0.78 req/sec
[2005-2014] Total so far: 42200, Requests made: 980, avg 0.78 req/sec
[2015-2024] Total so far: 36800, Requests made: 982, avg 0.78 req/sec
[2005-2014] Total so far: 42400, Requests made: 982, avg 0.78 req/sec
[2005-2014] Total so far: 42600, Requests made: 983, avg 0.78 req/sec
[2015-2024] Total so far: 37000, Requests made: 984, avg 0.78 req/sec
[2005-2014] Total so far: 42800, Requests made: 985, avg 0.78 req/sec
[2015-2024] Total so far: 37200, Requests made: 986, avg 0.78 req/sec
[2005-2014] Total so far: 43000, Requests made: 987, avg 0.78 req/sec
[2015-2024] Total so far: 37400, Requests made: 989, avg 0.78 req/sec
[2005-2014] Total so far: 43200, Requests made: 989, avg 0.78 req/sec
[2005-2014] Total so far: 43400, Requests made: 991, avg 0.78 req/sec
[2015-2024] Total so far: 37600, Requests made: 991, avg 0.78 req/sec
[2005-2014] Total so far: 43600, Requests made: 992, avg 0.78 req/sec
[2015-2024] Total so far: 37800, Requests made: 993, avg 0.78 req/sec
[2005-2014] Total so far: 43800, Requests made: 994, avg 0.78 req/sec
[2015-2024] Total so far: 38000, Requests made: 995, avg 0.78 req/sec
[2005-2014] Total so far: 44000, Requests made: 996, avg 0.78 req/sec
[2015-2024] Total so far: 38200, Requests made: 997, avg 0.78 req/sec
[2005-2014] Total so far: 44200, Requests made: 998, avg 0.78 req/sec
[2015-2024] Total so far: 38400, Requests made: 1000, avg 0.78 req/sec
Reached maximum requests limit (1000). Stopping.
[2005-2014] Total so far: 44400, Requests made: 1000, avg 0.78 req/sec
Reached maximum requests limit (1000). Stopping.
[mit] Saved 101149 authors → /home/kathyh90/joseph-doyle-academic-appointment-urop/iap_2026_code/results/mit_only_affiliations.csv
Processing institution: I8692664
[1955-1964] Total so far: 200, Requests made: 3, avg 1.20 req/sec
[1975-1984] Total so far: 200, Requests made: 3, avg 1.20 req/sec
[1985-1994] Total so far: 200, Requests made: 4, avg 1.11 req/sec
[1965-1974] Total so far: 200, Requests made: 5, avg 1.04 req/sec
[1995-2004] Total so far: 200, Requests made: 5, avg 1.04 req/sec
[1955-1964] Total so far: 400, Requests made: 6, avg 1.09 req/sec
[1975-1984] Total so far: 400, Requests made: 8, avg 1.03 req/sec
[2025-2025] Total so far: 200, Requests made: 8, avg 1.03 req/sec
[2005-2014] Total so far: 200, Requests made: 9, avg 0.94 req/sec
[2015-2024] Total so far: 200, Requests made: 12, avg 0.88 req/sec
[1965-1974] Total so far: 400, Requests made: 12, avg 0.88 req/sec
[1985-1994] Total so far: 400, Requests made: 12, avg 0.88 req/sec
[1995-2004] Total so far: 400, Requests made: 14, avg 0.91 req/sec
[1955-1964] Total so far: 600, Requests made: 14, avg 0.91 req/sec
[1975-1984] Total so far: 600, Requests made: 15, avg 0.93 req/sec
[1965-1974] Total so far: 600, Requests made: 17, avg 0.92 req/sec
[2025-2025] Total so far: 400, Requests made: 17, avg 0.92 req/sec
[2005-2014] Total so far: 400, Requests made: 19, avg 0.90 req/sec
[1985-1994] Total so far: 600, Requests made: 19, avg 0.90 req/sec
[1955-1964] Total so far: 800, Requests made: 20, avg 0.92 req/sec
[1995-2004] Total so far: 600, Requests made: 22, avg 0.89 req/sec
[2015-2024] Total so far: 400, Requests made: 23, avg 0.91 req/sec
[1965-1974] Total so far: 800, Requests made: 24, avg 0.91 req/sec
[1975-1984] Total so far: 800, Requests made: 24, avg 0.91 req/sec
[1955-1964] Total so far: 965, Requests made: 26, avg 0.92 req/sec
[2025-2025] Total so far: 600, Requests made: 27, avg 0.93 req/sec
[1985-1994] Total so far: 800, Requests made: 27, avg 0.93 req/sec
[2005-2014] Total so far: 600, Requests made: 29, avg 0.92 req/sec
[1995-2004] Total so far: 800, Requests made: 30, avg 0.95 req/sec
[1955-1964] Total so far: 965, Requests made: 30, avg 0.95 req/sec
[1965-1974] Total so far: 1000, Requests made: 32, avg 0.96 req/sec
[1975-1984] Total so far: 1000, Requests made: 32, avg 0.96 req/sec
[2015-2024] Total so far: 600, Requests made: 35, avg 0.94 req/sec
[1985-1994] Total so far: 1000, Requests made: 35, avg 0.94 req/sec
[2025-2025] Total so far: 800, Requests made: 35, avg 0.94 req/sec
[1995-2004] Total so far: 1000, Requests made: 36, avg 0.94 req/sec
[1975-1984] Total so far: 1200, Requests made: 37, avg 0.95 req/sec
[1965-1974] Total so far: 1200, Requests made: 39, avg 0.92 req/sec
[2005-2014] Total so far: 800, Requests made: 39, avg 0.92 req/sec
[1985-1994] Total so far: 1200, Requests made: 40, avg 0.92 req/sec
[2015-2024] Total so far: 800, Requests made: 42, avg 0.91 req/sec
[2025-2025] Total so far: 1000, Requests made: 43, avg 0.91 req/sec
[1995-2004] Total so far: 1200, Requests made: 45, avg 0.92 req/sec
[1975-1984] Total so far: 1400, Requests made: 45, avg 0.92 req/sec
[1965-1974] Total so far: 1400, Requests made: 45, avg 0.92 req/sec
[1985-1994] Total so far: 1400, Requests made: 47, avg 0.93 req/sec
[2025-2025] Total so far: 1200, Requests made: 49, avg 0.92 req/sec
[2005-2014] Total so far: 1000, Requests made: 49, avg 0.92 req/sec
[1995-2004] Total so far: 1400, Requests made: 49, avg 0.92 req/sec
[2015-2024] Total so far: 1000, Requests made: 52, avg 0.92 req/sec
[1965-1974] Total so far: 1600, Requests made: 53, avg 0.93 req/sec
[1975-1984] Total so far: 1600, Requests made: 53, avg 0.93 req/sec
[1985-1994] Total so far: 1600, Requests made: 53, avg 0.93 req/sec
[2025-2025] Total so far: 1400, Requests made: 54, avg 0.93 req/sec
[1995-2004] Total so far: 1600, Requests made: 56, avg 0.93 req/sec
[1965-1974] Total so far: 1800, Requests made: 56, avg 0.93 req/sec
[2005-2014] Total so far: 1200, Requests made: 59, avg 0.92 req/sec
[2015-2024] Total so far: 1200, Requests made: 59, avg 0.92 req/sec
[1975-1984] Total so far: 1800, Requests made: 59, avg 0.92 req/sec
[1965-1974] Total so far: 1807, Requests made: 60, avg 0.93 req/sec
[2025-2025] Total so far: 1600, Requests made: 62, avg 0.94 req/sec
[1985-1994] Total so far: 1800, Requests made: 62, avg 0.94 req/sec
[1995-2004] Total so far: 1800, Requests made: 64, avg 0.95 req/sec
[1965-1974] Total so far: 1807, Requests made: 64, avg 0.95 req/sec
[1975-1984] Total so far: 2000, Requests made: 66, avg 0.95 req/sec
[2005-2014] Total so far: 1400, Requests made: 66, avg 0.95 req/sec
[1985-1994] Total so far: 2000, Requests made: 69, avg 0.95 req/sec
[2025-2025] Total so far: 1800, Requests made: 69, avg 0.95 req/sec
[2015-2024] Total so far: 1400, Requests made: 69, avg 0.95 req/sec
[1975-1984] Total so far: 2200, Requests made: 71, avg 0.95 req/sec
[1995-2004] Total so far: 2000, Requests made: 71, avg 0.95 req/sec
[1985-1994] Total so far: 2200, Requests made: 73, avg 0.95 req/sec
[2025-2025] Total so far: 2000, Requests made: 73, avg 0.95 req/sec
[2005-2014] Total so far: 1600, Requests made: 75, avg 0.95 req/sec
[1975-1984] Total so far: 2400, Requests made: 75, avg 0.95 req/sec
[1995-2004] Total so far: 2200, Requests made: 77, avg 0.95 req/sec
[1985-1994] Total so far: 2400, Requests made: 77, avg 0.95 req/sec
[2025-2025] Total so far: 2200, Requests made: 79, avg 0.94 req/sec
[2015-2024] Total so far: 1600, Requests made: 79, avg 0.94 req/sec
[1975-1984] Total so far: 2600, Requests made: 81, avg 0.94 req/sec
[1995-2004] Total so far: 2400, Requests made: 82, avg 0.94 req/sec
[2005-2014] Total so far: 1800, Requests made: 82, avg 0.94 req/sec
[1985-1994] Total so far: 2600, Requests made: 84, avg 0.94 req/sec
[2025-2025] Total so far: 2400, Requests made: 84, avg 0.94 req/sec
[1975-1984] Total so far: 2800, Requests made: 85, avg 0.94 req/sec
[1995-2004] Total so far: 2600, Requests made: 86, avg 0.94 req/sec
[1975-1984] Total so far: 3000, Requests made: 90, avg 0.93 req/sec
[2015-2024] Total so far: 1800, Requests made: 90, avg 0.93 req/sec
[1985-1994] Total so far: 2800, Requests made: 90, avg 0.93 req/sec
[2025-2025] Total so far: 2600, Requests made: 90, avg 0.93 req/sec
[1975-1984] Total so far: 3185, Requests made: 91, avg 0.93 req/sec
[2005-2014] Total so far: 2000, Requests made: 93, avg 0.91 req/sec
[1995-2004] Total so far: 2800, Requests made: 93, avg 0.91 req/sec
[1975-1984] Total so far: 3185, Requests made: 94, avg 0.92 req/sec
[2025-2025] Total so far: 2800, Requests made: 96, avg 0.92 req/sec
[2015-2024] Total so far: 2000, Requests made: 96, avg 0.92 req/sec
[2025-2025] Total so far: 2911, Requests made: 99, avg 0.91 req/sec
[1995-2004] Total so far: 3000, Requests made: 100, avg 0.92 req/sec
[1985-1994] Total so far: 3000, Requests made: 100, avg 0.92 req/sec
[2025-2025] Total so far: 2911, Requests made: 100, avg 0.92 req/sec
[1985-1994] Total so far: 3200, Requests made: 102, avg 0.92 req/sec
[2015-2024] Total so far: 2200, Requests made: 104, avg 0.91 req/sec
[2005-2014] Total so far: 2200, Requests made: 104, avg 0.91 req/sec
[1995-2004] Total so far: 3200, Requests made: 104, avg 0.91 req/sec
[1985-1994] Total so far: 3400, Requests made: 105, avg 0.91 req/sec
[1995-2004] Total so far: 3400, Requests made: 106, avg 0.91 req/sec
[1985-1994] Total so far: 3600, Requests made: 109, avg 0.91 req/sec
[2015-2024] Total so far: 2400, Requests made: 109, avg 0.91 req/sec
[2005-2014] Total so far: 2400, Requests made: 109, avg 0.91 req/sec
[1995-2004] Total so far: 3600, Requests made: 110, avg 0.91 req/sec
[1985-1994] Total so far: 3800, Requests made: 111, avg 0.91 req/sec
[2005-2014] Total so far: 2600, Requests made: 112, avg 0.91 req/sec
[1985-1994] Total so far: 4000, Requests made: 114, avg 0.90 req/sec
[2015-2024] Total so far: 2600, Requests made: 115, avg 0.90 req/sec
[1995-2004] Total so far: 3800, Requests made: 115, avg 0.90 req/sec
[2005-2014] Total so far: 2800, Requests made: 117, avg 0.90 req/sec
[1985-1994] Total so far: 4200, Requests made: 117, avg 0.90 req/sec
[1995-2004] Total so far: 4000, Requests made: 118, avg 0.90 req/sec
[2015-2024] Total so far: 2800, Requests made: 119, avg 0.90 req/sec
[1985-1994] Total so far: 4400, Requests made: 120, avg 0.90 req/sec
[2005-2014] Total so far: 3000, Requests made: 122, avg 0.90 req/sec
[1995-2004] Total so far: 4200, Requests made: 122, avg 0.90 req/sec
[1985-1994] Total so far: 4600, Requests made: 123, avg 0.90 req/sec
[2015-2024] Total so far: 3000, Requests made: 126, avg 0.90 req/sec
[1995-2004] Total so far: 4400, Requests made: 127, avg 0.90 req/sec
[1985-1994] Total so far: 4800, Requests made: 127, avg 0.90 req/sec
[2005-2014] Total so far: 3200, Requests made: 127, avg 0.90 req/sec
[1985-1994] Total so far: 5000, Requests made: 129, avg 0.91 req/sec
[1995-2004] Total so far: 4600, Requests made: 129, avg 0.91 req/sec
[2005-2014] Total so far: 3400, Requests made: 131, avg 0.90 req/sec
[2015-2024] Total so far: 3200, Requests made: 131, avg 0.90 req/sec
[1995-2004] Total so far: 4800, Requests made: 133, avg 0.91 req/sec
[1985-1994] Total so far: 5200, Requests made: 133, avg 0.91 req/sec
[2005-2014] Total so far: 3600, Requests made: 135, avg 0.91 req/sec
[2015-2024] Total so far: 3400, Requests made: 136, avg 0.91 req/sec
[1995-2004] Total so far: 5000, Requests made: 137, avg 0.91 req/sec
[1985-1994] Total so far: 5400, Requests made: 137, avg 0.91 req/sec
[1985-1994] Total so far: 5522, Requests made: 138, avg 0.91 req/sec
[2015-2024] Total so far: 3600, Requests made: 142, avg 0.92 req/sec
[1985-1994] Total so far: 5522, Requests made: 142, avg 0.92 req/sec
[1995-2004] Total so far: 5200, Requests made: 142, avg 0.92 req/sec
[2005-2014] Total so far: 3800, Requests made: 142, avg 0.92 req/sec
[1995-2004] Total so far: 5400, Requests made: 145, avg 0.91 req/sec
[2015-2024] Total so far: 3800, Requests made: 145, avg 0.91 req/sec
[2005-2014] Total so far: 4000, Requests made: 145, avg 0.91 req/sec
[1995-2004] Total so far: 5600, Requests made: 146, avg 0.91 req/sec
[2005-2014] Total so far: 4200, Requests made: 148, avg 0.91 req/sec
[2015-2024] Total so far: 4000, Requests made: 148, avg 0.91 req/sec
[1995-2004] Total so far: 5800, Requests made: 149, avg 0.91 req/sec
[2005-2014] Total so far: 4400, Requests made: 152, avg 0.91 req/sec
[1995-2004] Total so far: 6000, Requests made: 152, avg 0.91 req/sec
[2015-2024] Total so far: 4200, Requests made: 152, avg 0.91 req/sec
[1995-2004] Total so far: 6200, Requests made: 153, avg 0.91 req/sec
[2005-2014] Total so far: 4600, Requests made: 154, avg 0.91 req/sec
[2015-2024] Total so far: 4400, Requests made: 156, avg 0.91 req/sec
[1995-2004] Total so far: 6400, Requests made: 156, avg 0.91 req/sec
[1995-2004] Total so far: 6600, Requests made: 157, avg 0.91 req/sec
[2005-2014] Total so far: 4800, Requests made: 158, avg 0.91 req/sec
[2015-2024] Total so far: 4600, Requests made: 160, avg 0.91 req/sec
[1995-2004] Total so far: 6800, Requests made: 160, avg 0.91 req/sec
[2005-2014] Total so far: 5000, Requests made: 162, avg 0.91 req/sec
[1995-2004] Total so far: 7000, Requests made: 162, avg 0.91 req/sec
[2015-2024] Total so far: 4800, Requests made: 163, avg 0.91 req/sec
[1995-2004] Total so far: 7200, Requests made: 165, avg 0.90 req/sec
[2005-2014] Total so far: 5200, Requests made: 165, avg 0.90 req/sec
[2015-2024] Total so far: 5000, Requests made: 166, avg 0.90 req/sec
[1995-2004] Total so far: 7400, Requests made: 167, avg 0.90 req/sec
[2005-2014] Total so far: 5400, Requests made: 168, avg 0.90 req/sec
[1995-2004] Total so far: 7600, Requests made: 169, avg 0.90 req/sec
[2015-2024] Total so far: 5200, Requests made: 170, avg 0.90 req/sec
[1995-2004] Total so far: 7800, Requests made: 171, avg 0.90 req/sec
[2005-2014] Total so far: 5600, Requests made: 172, avg 0.90 req/sec
[2015-2024] Total so far: 5400, Requests made: 174, avg 0.90 req/sec
[1995-2004] Total so far: 8000, Requests made: 174, avg 0.90 req/sec
[1995-2004] Total so far: 8200, Requests made: 175, avg 0.90 req/sec
[2005-2014] Total so far: 5800, Requests made: 177, avg 0.89 req/sec
[2015-2024] Total so far: 5600, Requests made: 178, avg 0.89 req/sec
[1995-2004] Total so far: 8400, Requests made: 178, avg 0.89 req/sec
[1995-2004] Total so far: 8600, Requests made: 180, avg 0.90 req/sec
[2005-2014] Total so far: 6000, Requests made: 180, avg 0.90 req/sec
[1995-2004] Total so far: 8800, Requests made: 182, avg 0.89 req/sec
[2015-2024] Total so far: 5800, Requests made: 183, avg 0.88 req/sec
[2005-2014] Total so far: 6200, Requests made: 183, avg 0.88 req/sec
[2005-2014] Total so far: 6400, Requests made: 185, avg 0.88 req/sec
[1995-2004] Total so far: 9000, Requests made: 186, avg 0.88 req/sec
[2015-2024] Total so far: 6000, Requests made: 186, avg 0.88 req/sec
[1995-2004] Total so far: 9200, Requests made: 187, avg 0.88 req/sec
[2005-2014] Total so far: 6600, Requests made: 188, avg 0.88 req/sec
[1995-2004] Total so far: 9400, Requests made: 189, avg 0.88 req/sec
[2015-2024] Total so far: 6200, Requests made: 190, avg 0.88 req/sec
[2005-2014] Total so far: 6800, Requests made: 192, avg 0.88 req/sec
[1995-2004] Total so far: 9600, Requests made: 192, avg 0.88 req/sec
